order_id,order_date,customer_id,customer_segment,country,product_id,category,sub_category,unit_price,quantity,discount,shipping_cost,payment_method,channel,returned,days_to_ship,order_status,revenue
O0018065,2023-04-17 19:28:00,C005474,New,DE,P000594,Electronics,Laptops,256.7,3,0,1.15,PayPal,Organic,N,2,Completed,770.1
O0018066,2024-05-15 10:07:00,C003680,Frequent,DE,P002636,Automotive,Electronics,1265.55,1,0.2,8.32,Card,Organic,N,2,Completed,1012.44
O0018067,2023-08-20 16:58:00,C002651,Price-Sensitive,DE,P000858,Automotive,Accessories,880.17,3,0.15,3.88,Card,Direct,N,4,Returned,2244.43
O0018068,2023-06-25 03:00:00,C003953,Price-Sensitive,UK,P001190,Toys,Puzzles,1429.78,1,0.15,14.93,Card,Email,Y,6,Completed,1215.31
O0018069,2024-09-07 21:14:00,C003030,Price-Sensitive,CA,P001718,Fashion,Kids,104.89,1,0.05,20.96,PayPal,Paid Ads,N,7,Completed,99.65
O0018070,2023-01-22 20:39:00,C002385,New,US,P002738,Toys,Dolls,390.24,5,0,12.34,Card,Organic,N,6,Completed,1951.2
O0018071,2023-07-10 14:48:00,C003437,Seasonal,DE,P000845,Beauty,Hair,1157.99,1,0.1,15.3,Card,Social,N,4,Completed,1042.19
O0018072,2023-05-18 13:11:00,C002183,Seasonal,UK,P000348,Electronics,Accessories,551.73,2,0,18.66,Card,Organic,N,7,Completed,1103.46
O0018073,2023-02-27 15:56:00,C002158,Price-Sensitive,UK,P001704,Books,Children,1427.53,2,0.05,29.12,BNPL,Social,N,3,Cancelled,2712.31
O0018074,2024-09-27 01:06:00,C003092,New,DE,P002117,Electronics,Laptops,271.03,2,0.2,0.05,Card,Social,N,0,Completed,433.65
O0018075,2023-05-02 02:36:00,C001928,High-Value,CA,P000380,Books,Children,558.33,4,0.15,16.13,Card,Email,N,5,Completed,1898.32
O0018076,2023-09-30 22:12:00,C004831,Frequent,IN,P000381,Electronics,Laptops,1348.31,1,0.05,27.24,Card,Organic,N,0,Completed,1280.89
O0018077,2024-11-07 13:28:00,C003700,Seasonal,IN,P001409,Automotive,Care,1131.69,2,0,32.31,Card,Organic,N,4,Completed,2263.38
O0018078,2023-01-30 12:31:00,C003711,New,AU,P001933,Fashion,Kids,714.95,1,0.1,34.91,PayPal,Social,N,6,Completed,643.46
O0018079,2023-01-13 00:47:00,C000612,Seasonal,UK,P002834,Toys,Action Figures,1272.64,3,0.1,3.12,Card,Email,N,1,Completed,3436.13
O0018080,2023-09-10 08:58:00,C000452,Frequent,UK,P001884,Sports,Outdoor,583.11,4,0,33.77,Card,Organic,N,5,Completed,2332.44
O0018081,2024-09-05 05:43:00,C004276,Frequent,UK,P002799,Books,Children,1114.59,1,0,26.14,Card,Organic,N,0,Completed,1114.59
O0018082,2024-01-03 03:08:00,C004655,Frequent,CA,P002587,Toys,STEM,1490.16,2,0.05,27.92,Card,Social,N,2,Completed,2831.3
O0018083,2024-06-24 03:23:00,C001304,Price-Sensitive,FR,P002620,Books,Non-Fiction,1052.44,1,0,27.7,Card,Direct,N,3,Completed,1052.44
O0018084,2023-01-06 05:59:00,C003535,New,CA,P002392,Fashion,Women,1087.48,1,0,34.78,Card,Organic,N,2,Completed,1087.48
O0018085,2023-09-25 14:13:00,C000345,High-Value,AU,P000123,Fashion,Women,37.64,1,0,20.41,BNPL,Email,N,0,Completed,37.64
O0018086,2024-09-29 08:07:00,C005427,New,FR,P000055,Sports,Outdoor,1242.47,1,0,12.86,Card,Social,N,4,Completed,1242.47
O0018087,2023-08-15 20:02:00,C004271,Price-Sensitive,DE,P001959,Books,Children,1071.11,2,0,9.56,Card,Direct,N,0,Completed,2142.22
O0018088,2023-02-03 19:14:00,C002728,Frequent,US,P001326,Home & Garden,Garden,725.48,1,0.2,24.06,Card,Direct,N,5,Completed,580.38
O0018089,2024-11-18 19:26:00,C003988,Price-Sensitive,UK,P001935,Automotive,Electronics,676.44,1,0.2,28.35,Card,Paid Ads,N,3,Completed,541.15
O0018090,2023-09-02 15:34:00,C005505,High-Value,US,P001529,Home & Garden,Decor,306.28,1,0,13.95,Card,Direct,N,6,Completed,306.28
O0018091,2023-05-22 17:55:00,C004603,High-Value,CA,P002548,Electronics,Laptops,979.12,2,0,16.25,Card,Social,N,6,Completed,1958.24
O0018092,2024-12-23 00:09:00,C002797,Price-Sensitive,FR,P002410,Sports,Cycling,1346.53,2,0,17.44,Card,Social,N,4,Completed,2693.06
O0018093,2024-03-22 16:12:00,C002320,Frequent,IN,P001001,Sports,Team Sports,304.23,2,0.15,7.55,Card,Organic,N,5,Completed,517.19
O0018094,2023-01-02 22:41:00,C000630,Seasonal,IN,P001296,Books,Fiction,90.42,1,0.15,4.2,PayPal,Paid Ads,N,1,Completed,76.86
O0018095,2024-02-20 00:35:00,C004457,New,FR,P001869,Books,Children,406.41,2,0,2.89,PayPal,Paid Ads,N,0,Completed,812.82
O0018096,2023-08-23 10:41:00,C002998,High-Value,FR,P001086,Electronics,Accessories,873.15,1,0.15,11.1,Card,Organic,N,6,Completed,742.18
O0018097,2024-06-21 00:47:00,C002901,Frequent,AU,P002168,Books,Non-Fiction,1340.76,1,0.1,13.91,PayPal,Paid Ads,N,6,Completed,1206.68
O0018098,2024-12-16 03:10:00,C001169,Price-Sensitive,FR,P002837,Home & Garden,Decor,981.42,1,0.05,29.99,Wire,Social,N,4,Returned,932.35
O0018099,2023-05-03 20:02:00,C005231,Frequent,DE,P001987,Sports,Fitness,637.23,4,0,9.39,Wire,Paid Ads,Y,6,Cancelled,2548.92
O0018100,2024-04-26 00:26:00,C002292,Frequent,DE,P001188,Sports,Fitness,365.17,2,0,2.7,Card,Direct,N,2,Completed,730.34
O0018101,2023-11-24 14:03:00,C000851,Price-Sensitive,AU,P002496,Home & Garden,Kitchen,76.73,1,0.1,14.02,Card,Social,N,7,Completed,69.06
O0018102,2024-08-14 17:20:00,C001646,At-Risk,FR,P000362,Automotive,Electronics,462.86,2,0,23.88,Card,Email,N,4,Completed,925.72
O0018103,2024-10-27 10:46:00,C000566,New,CA,P000318,Toys,STEM,297.04,1,0.1,26.95,Card,Organic,N,4,Returned,267.34
O0018104,2023-01-10 10:51:00,C003317,High-Value,AU,P002351,Fashion,Accessories,540.1,1,0,1.25,Card,Organic,N,1,Cancelled,540.1
O0018105,2024-03-11 07:06:00,C000027,Price-Sensitive,US,P000745,Toys,STEM,1096.48,2,0.1,32.6,Card,Social,N,1,Completed,1973.66
O0018106,2023-08-26 06:30:00,C002184,Price-Sensitive,FR,P000560,Sports,Cycling,931.49,1,0.15,10.92,Card,Social,N,4,Completed,791.77
O0018107,2024-05-20 18:53:00,C000506,Price-Sensitive,UK,P002683,Automotive,Tools,954.39,1,0.1,13.88,Card,Organic,N,2,Completed,858.95
O0018108,2023-02-25 12:44:00,C004221,Seasonal,DE,P002985,Beauty,Skincare,1093.12,2,0,34.84,Card,Email,N,7,Completed,2186.24
O0018109,2024-03-30 20:32:00,C002230,High-Value,AU,P001254,Fashion,Women,422.8,1,0.05,31.16,Card,Social,N,2,Completed,401.66
O0018110,2024-11-16 23:21:00,C001994,Seasonal,IN,P002961,Automotive,Electronics,96.62,5,0,29.11,Card,Organic,N,3,Completed,483.1
O0018111,2024-04-28 13:19:00,C001039,Price-Sensitive,UK,P000346,Fashion,Men,131.96,1,0.05,6.22,Card,Organic,N,0,Completed,125.36
O0018112,2023-05-04 03:42:00,C004897,High-Value,IN,P000582,Books,Non-Fiction,1214.0,4,0,16.55,Card,Organic,N,2,Completed,4856.0
O0018113,2024-12-18 20:09:00,C003787,Frequent,FR,P002918,Beauty,Hair,693.54,5,0,29.06,BNPL,Email,N,6,Completed,3467.7
O0018114,2023-01-17 08:05:00,C002010,Frequent,FR,P000196,Beauty,Makeup,194.59,3,0.15,4.82,BNPL,Organic,N,7,Completed,496.2
O0018115,2024-03-19 22:12:00,C003758,New,UK,P000268,Automotive,Care,662.1,2,0,4.65,Card,Direct,N,4,Completed,1324.2
O0018116,2023-06-12 02:47:00,C003883,Price-Sensitive,US,P001766,Beauty,Fragrance,857.42,1,0,32.95,PayPal,Paid Ads,N,7,Completed,857.42
O0018117,2024-08-14 05:20:00,C000703,At-Risk,AU,P002304,Toys,Action Figures,59.55,1,0.1,25.43,Card,Social,N,4,Completed,53.59
O0018118,2024-10-25 07:10:00,C003244,Frequent,UK,P002709,Toys,Dolls,1314.85,1,0.05,15.44,Card,Organic,N,7,Completed,1249.11
O0018119,2023-09-13 13:14:00,C001392,Frequent,UK,P000951,Electronics,Laptops,459.49,1,0,20.22,Card,Organic,N,4,Completed,459.49
O0018120,2024-10-31 07:15:00,C003876,Frequent,US,P000501,Automotive,Electronics,854.57,1,0,7.2,Card,Organic,N,4,Completed,854.57
O0018121,2023-01-11 18:54:00,C002221,Seasonal,US,P001794,Home & Garden,Decor,1446.76,1,0.15,21.8,Wire,Organic,N,0,Completed,1229.75
O0018122,2023-02-16 13:43:00,C005061,Price-Sensitive,US,P000328,Fashion,Women,1076.29,1,0.2,29.25,Card,Email,N,3,Completed,861.03
O0018123,2024-03-01 05:55:00,C004423,Price-Sensitive,DE,P002748,Electronics,Audio,296.98,1,0.2,31.08,BNPL,Email,N,5,Completed,237.58
O0018124,2024-08-11 02:54:00,C000232,New,FR,P000325,Toys,STEM,899.41,1,0.2,23.8,Card,Email,N,1,Completed,719.53
O0018125,2023-01-10 15:37:00,C001737,New,CA,P000643,Sports,Team Sports,1321.38,3,0.2,19.38,PayPal,Paid Ads,N,6,Completed,3171.31
O0018126,2023-08-01 03:53:00,C004237,High-Value,UK,P002691,Toys,Dolls,1475.68,1,0.1,25.82,Card,Direct,N,4,Completed,1328.11
O0018127,2023-10-01 23:56:00,C005663,Frequent,FR,P002447,Toys,Dolls,550.82,1,0.05,10.38,Card,Email,N,2,Completed,523.28
O0018128,2023-04-22 07:11:00,C003862,At-Risk,IN,P001785,Fashion,Women,1158.04,1,0.05,29.48,Card,Paid Ads,N,7,Completed,1100.14
O0018129,2023-02-24 23:29:00,C005389,Frequent,FR,P000746,Fashion,Men,860.11,2,0,4.12,Card,Email,N,4,Completed,1720.22
O0018130,2023-06-23 18:15:00,C003239,Frequent,UK,P002348,Toys,Puzzles,1208.32,1,0.1,25.72,Card,Direct,N,5,Completed,1087.49
O0018131,2024-01-11 21:02:00,C003579,High-Value,UK,P002146,Electronics,Accessories,214.97,1,0.05,2.7,Card,Affiliate,N,5,Completed,204.22
O0018132,2023-08-19 20:08:00,C005865,Price-Sensitive,FR,P000729,Beauty,Makeup,244.94,2,0.05,7.53,Card,Organic,N,5,Completed,465.39
O0018133,2024-12-19 19:00:00,C004957,Frequent,DE,P001712,Sports,Cycling,965.87,3,0.1,21.17,PayPal,Paid Ads,N,0,Completed,2607.85
O0018134,2023-06-03 11:10:00,C003502,Seasonal,AU,P000144,Home & Garden,Garden,658.98,1,0,26.94,Card,Social,N,3,Completed,658.98
O0018135,2024-11-02 02:56:00,C002818,Price-Sensitive,CA,P002216,Electronics,Audio,606.38,3,0.2,1.4,Card,Paid Ads,N,7,Completed,1455.31
O0018136,2023-03-08 22:42:00,C003749,High-Value,CA,P002800,Fashion,Women,960.19,1,0.2,13.51,Card,Social,N,2,Completed,768.15
O0018137,2023-10-22 14:28:00,C001791,Seasonal,IN,P002135,Books,Fiction,1104.2,3,0,7.29,Card,Organic,N,3,Completed,3312.6
O0018138,2024-09-27 08:23:00,C003753,Seasonal,FR,P001521,Toys,Action Figures,1375.46,1,0,3.11,Card,Email,N,5,Cancelled,1375.46
O0018139,2023-06-01 09:31:00,C001145,Price-Sensitive,FR,P001899,Fashion,Men,1010.83,3,0.15,12.11,BNPL,Direct,N,1,Completed,2577.62
O0018140,2024-11-28 09:43:00,C002854,Seasonal,UK,P002871,Beauty,Hair,742.87,1,0.15,23.55,PayPal,Paid Ads,N,4,Completed,631.44
O0018141,2023-01-27 16:30:00,C003794,Frequent,IN,P002010,Automotive,Care,1125.17,3,0,15.57,Card,Social,N,4,Completed,3375.51
O0018142,2023-03-10 02:45:00,C001734,High-Value,IN,P001853,Home & Garden,Decor,798.97,1,0,29.09,BNPL,Organic,Y,2,Completed,798.97
O0018143,2024-09-29 18:51:00,C003936,Seasonal,UK,P000176,Fashion,Women,179.78,2,0,12.1,Card,Organic,N,6,Completed,359.56
O0018144,2024-01-19 19:15:00,C000511,Frequent,US,P001657,Fashion,Accessories,171.05,4,0.05,13.0,Card,Paid Ads,N,6,Completed,649.99
O0018145,2023-11-30 10:54:00,C001348,Price-Sensitive,DE,P001828,Home & Garden,Kitchen,416.48,1,0.2,22.82,BNPL,Organic,N,1,Completed,333.18
O0018146,2023-09-24 04:26:00,C000867,High-Value,US,P000475,Home & Garden,Decor,1345.46,3,0.15,31.94,PayPal,Social,N,2,Completed,3430.92
O0018147,2023-04-25 21:55:00,C005110,High-Value,US,P001848,Toys,Puzzles,399.59,2,0.2,22.95,Card,Paid Ads,N,6,Returned,639.34
O0018148,2024-01-28 03:38:00,C001402,New,DE,P000899,Electronics,Audio,1284.35,1,0.05,4.34,Card,Paid Ads,N,3,Completed,1220.13
O0018149,2024-01-11 04:40:00,C003616,Frequent,FR,P001630,Beauty,Skincare,1306.99,4,0.1,13.81,Card,Organic,N,0,Completed,4705.16
O0018150,2024-09-05 04:46:00,C004013,Frequent,UK,P001173,Home & Garden,Kitchen,879.2,1,0.15,1.48,Card,Organic,N,6,Completed,747.32
O0018151,2023-04-19 11:55:00,C004662,High-Value,UK,P001256,Home & Garden,Decor,560.89,1,0.1,9.97,Card,Direct,N,7,Returned,504.8
O0018152,2024-08-14 08:08:00,C004457,New,IN,P002408,Sports,Fitness,552.22,1,0.05,20.57,Card,Organic,N,0,Completed,524.61
O0018153,2024-04-11 08:30:00,C001501,Price-Sensitive,UK,P001135,Beauty,Makeup,1293.06,1,0,6.57,Card,Social,N,2,Completed,1293.06
O0018154,2024-01-22 21:58:00,C002462,Seasonal,FR,P000348,Electronics,Phones,957.43,5,0.05,4.6,Card,Organic,N,0,Completed,4547.79
O0018155,2024-03-28 21:54:00,C001768,Seasonal,UK,P001405,Books,Non-Fiction,152.47,1,0,17.73,BNPL,Organic,N,4,Completed,152.47
O0018156,2023-07-21 12:04:00,C002859,New,DE,P001396,Beauty,Hair,814.98,1,0,8.53,Card,Paid Ads,N,3,Completed,814.98
O0018157,2023-01-28 17:10:00,C005977,High-Value,AU,P000571,Books,Children,596.85,1,0.1,25.64,Card,Paid Ads,N,1,Completed,537.17
O0018158,2023-05-20 04:36:00,C004937,High-Value,UK,P000822,Home & Garden,Furniture,759.81,2,0,28.99,BNPL,Social,Y,6,Completed,1519.62
O0018159,2024-09-07 18:04:00,C001311,Seasonal,US,P000983,Automotive,Tools,1333.65,1,0.1,9.13,BNPL,Social,N,6,Completed,1200.29
O0018160,2024-11-11 08:34:00,C003686,Price-Sensitive,DE,P001761,Home & Garden,Kitchen,448.94,1,0,33.77,Card,Organic,N,2,Completed,448.94
O0018161,2023-08-21 10:35:00,C001414,New,CA,P002641,Books,Children,1174.16,1,0,10.87,Wire,Organic,N,0,Completed,1174.16
O0018162,2024-07-20 03:18:00,C004275,High-Value,CA,P002443,Toys,Puzzles,653.95,1,0.2,20.04,Card,Paid Ads,N,2,Completed,523.16
O0018163,2023-02-20 10:11:00,C003169,Frequent,UK,P001215,Home & Garden,Furniture,622.31,3,0.2,23.47,Card,Organic,N,0,Completed,1493.54
O0018164,2023-09-02 10:25:00,C000441,Frequent,FR,P001641,Sports,Outdoor,1481.58,2,0.05,5.99,Card,Organic,N,4,Completed,2815.0
O0018165,2024-08-18 19:12:00,C005723,Seasonal,FR,P002617,Books,Children,940.32,1,0.15,16.21,Card,Organic,N,0,Completed,799.27
O0018166,2023-05-28 11:53:00,C002492,Seasonal,DE,P000203,Electronics,Accessories,9.75,1,0.1,21.17,Card,Organic,N,3,Completed,8.78
O0018167,2023-12-27 22:15:00,C000076,Frequent,CA,P000393,Automotive,Accessories,1283.48,1,0,28.59,Card,Social,N,1,Completed,1283.48
O0018168,2024-07-17 03:42:00,C002102,At-Risk,CA,P001790,Automotive,Tools,977.37,1,0.15,26.02,Card,Organic,N,5,Completed,830.76
O0018169,2024-05-17 00:23:00,C003600,Price-Sensitive,AU,P002747,Toys,STEM,726.72,3,0.05,16.53,Card,Email,N,0,Completed,2071.15
O0018170,2024-04-25 23:51:00,C003325,Price-Sensitive,US,P001826,Books,Fiction,403.79,3,0,25.47,Card,Organic,N,3,Completed,1211.37
O0018171,2023-01-01 05:07:00,C002055,Price-Sensitive,FR,P000430,Toys,Dolls,953.53,1,0.2,1.61,PayPal,Direct,N,0,Returned,762.82
O0018172,2023-04-03 02:36:00,C003561,New,UK,P000920,Beauty,Makeup,209.93,1,0,1.82,Card,Email,N,0,Completed,209.93
O0018173,2024-05-26 02:58:00,C005693,High-Value,UK,P002414,Toys,Dolls,705.29,1,0,21.1,Card,Email,N,0,Completed,705.29
O0018174,2023-02-15 04:51:00,C005775,Price-Sensitive,FR,P001655,Toys,Dolls,134.17,1,0,4.14,Card,Organic,N,0,Completed,134.17
O0018175,2023-06-16 08:58:00,C000769,Seasonal,UK,P001688,Beauty,Hair,648.95,1,0.2,25.76,Card,Paid Ads,N,0,Completed,519.16
O0018176,2024-07-18 06:06:00,C003515,Seasonal,UK,P001172,Toys,Action Figures,125.14,1,0.15,7.48,Card,Paid Ads,N,3,Returned,106.37
O0018177,2024-07-04 18:46:00,C003899,At-Risk,FR,P001834,Fashion,Accessories,424.91,1,0,7.05,Card,Organic,N,4,Completed,424.91
O0018178,2024-07-14 17:06:00,C001830,Price-Sensitive,IN,P003000,Books,Academic,876.79,1,0,16.19,Card,Social,N,3,Completed,876.79
O0018179,2024-12-24 09:35:00,C000278,High-Value,UK,P001747,Automotive,Care,1016.81,2,0.1,4.8,Card,Email,N,6,Completed,1830.26
O0018180,2024-02-13 23:12:00,C005461,Seasonal,IN,P001247,Sports,Cycling,195.39,1,0,26.4,PayPal,Organic,N,1,Completed,195.39
O0018181,2023-07-21 08:27:00,C002205,Seasonal,IN,P000101,Home & Garden,Garden,624.43,1,0,31.46,Wire,Organic,N,5,Completed,624.43
O0018182,2024-01-27 02:55:00,C004876,Seasonal,FR,P000391,Sports,Cycling,676.96,1,0.05,10.91,Card,Affiliate,N,1,Completed,643.11
O0018183,2023-09-23 07:08:00,C004831,Frequent,US,P002388,Toys,Dolls,640.55,1,0.05,6.38,BNPL,Organic,N,7,Completed,608.52
O0018184,2023-12-16 00:20:00,C003447,Frequent,CA,P000818,Beauty,Skincare,1208.65,1,0.15,11.57,Card,Direct,N,7,Completed,1027.35
O0018185,2023-05-07 22:10:00,C005828,Frequent,IN,P001884,Fashion,Women,717.95,1,0.1,29.77,Wire,Organic,N,1,Completed,646.16
O0018186,2023-03-21 04:38:00,C002894,Frequent,IN,P000821,Automotive,Accessories,1348.94,2,0.05,0.21,Card,Organic,N,5,Completed,2562.99
O0018187,2024-07-16 07:31:00,C002558,Seasonal,CA,P001442,Toys,STEM,846.28,3,0.1,0.25,Card,Direct,N,0,Completed,2284.96
O0018188,2023-04-11 16:10:00,C001296,Price-Sensitive,UK,P001882,Home & Garden,Garden,269.48,1,0.05,24.38,Card,Direct,N,4,Completed,256.01
O0018189,2023-01-22 16:53:00,C002849,Frequent,UK,P002122,Automotive,Accessories,309.74,1,0.15,31.36,Card,Direct,N,0,Completed,263.28
O0018190,2024-09-27 19:56:00,C001380,Price-Sensitive,AU,P001963,Books,Academic,885.97,1,0,20.27,Card,Affiliate,N,7,Completed,885.97
O0018191,2024-10-06 22:46:00,C004643,Price-Sensitive,FR,P002464,Beauty,Makeup,628.85,3,0.2,4.0,Card,Social,N,3,Returned,1509.24
O0018192,2023-08-01 00:54:00,C001528,Price-Sensitive,UK,P000710,Automotive,Electronics,10.16,2,0.1,20.19,Card,Social,N,4,Completed,18.29
O0018193,2023-03-12 03:27:00,C003192,High-Value,FR,P001629,Toys,Action Figures,1486.66,1,0,0.25,Card,Email,N,1,Completed,1486.66
O0018194,2024-02-13 21:51:00,C000961,High-Value,UK,P002646,Toys,Action Figures,957.34,1,0.15,12.23,Card,Direct,N,0,Completed,813.74
O0018195,2024-11-30 00:21:00,C000524,Frequent,IN,P001259,Electronics,Audio,542.09,1,0,31.03,BNPL,Paid Ads,N,5,Completed,542.09
O0018196,2024-09-07 04:17:00,C003282,New,CA,P001964,Automotive,Accessories,774.24,1,0.2,18.72,BNPL,Organic,N,3,Completed,619.39
O0018197,2023-10-10 15:04:00,C001962,Frequent,AU,P001485,Fashion,Accessories,501.44,1,0,22.91,Card,Social,N,5,Completed,501.44
O0018198,2024-11-05 05:57:00,C002191,High-Value,DE,P001950,Sports,Outdoor,1200.27,1,0.1,28.68,Card,Email,N,3,Completed,1080.24
O0018199,2024-06-10 03:22:00,C001310,High-Value,AU,P001800,Toys,Action Figures,1063.86,1,0,11.03,Wire,Affiliate,N,3,Completed,1063.86
O0018200,2023-06-13 07:58:00,C005078,Seasonal,IN,P001096,Beauty,Skincare,15.17,1,0.15,17.51,PayPal,Organic,N,4,Cancelled,12.89
O0018201,2024-10-26 01:48:00,C004851,High-Value,IN,P000469,Toys,STEM,406.64,1,0.1,2.7,Card,Social,N,7,Completed,365.98
O0018202,2024-12-06 23:24:00,C001269,High-Value,CA,P000361,Automotive,Tools,873.49,1,0.2,34.31,Card,Organic,N,3,Completed,698.79
O0018203,2024-09-16 14:28:00,C002524,Price-Sensitive,UK,P000015,Beauty,Skincare,1213.87,3,0,27.17,Card,Paid Ads,N,7,Completed,3641.61
O0018204,2023-05-08 12:03:00,C004752,Seasonal,CA,P000466,Books,Fiction,168.78,1,0.05,10.54,PayPal,Social,Y,4,Cancelled,160.34
O0018205,2023-08-23 11:28:00,C005601,Seasonal,CA,P000243,Toys,Action Figures,928.4,4,0.05,0.01,Card,Paid Ads,N,5,Completed,3527.92
O0018206,2024-04-16 02:55:00,C001591,High-Value,FR,P001007,Beauty,Hair,1104.82,1,0,6.79,PayPal,Email,N,3,Completed,1104.82
O0018207,2024-05-30 20:49:00,C000656,Frequent,UK,P000053,Fashion,Men,1227.42,1,0.05,31.61,PayPal,Email,N,3,Returned,1166.05
O0018208,2023-08-06 15:34:00,C003518,Price-Sensitive,DE,P000033,Books,Children,914.62,5,0,4.69,Card,Organic,Y,2,Completed,4573.1
O0018209,2023-05-27 20:03:00,C004673,Frequent,US,P002784,Books,Children,418.72,1,0,9.01,Wire,Direct,N,1,Completed,418.72
O0018210,2023-06-21 10:09:00,C004001,Price-Sensitive,CA,P000297,Automotive,Accessories,761.78,4,0,28.21,Card,Organic,N,6,Completed,3047.12
O0018211,2024-12-29 21:01:00,C005185,At-Risk,FR,P001820,Sports,Fitness,1071.24,1,0.15,12.99,Card,Social,N,7,Completed,910.55
O0018212,2023-05-31 09:32:00,C000630,Price-Sensitive,AU,P000476,Beauty,Skincare,405.69,3,0,20.6,Wire,Organic,N,7,Cancelled,1217.07
O0018213,2024-07-06 23:15:00,C005223,Price-Sensitive,AU,P001848,Beauty,Hair,1414.61,4,0.05,28.73,Card,Organic,N,2,Completed,5375.52
O0018214,2023-06-16 00:10:00,C004644,Price-Sensitive,FR,P000670,Books,Non-Fiction,1471.41,2,0.15,11.09,Card,Direct,N,6,Completed,2501.4
O0018215,2024-12-25 14:19:00,C001624,High-Value,FR,P002170,Automotive,Tools,1014.51,1,0.1,12.98,Card,Email,N,4,Completed,913.06
O0018216,2023-06-13 05:16:00,C002960,Price-Sensitive,IN,P002772,Electronics,Accessories,156.78,1,0,18.71,Card,Email,N,3,Completed,156.78
O0018217,2023-09-25 00:41:00,C001282,New,UK,P000854,Sports,Cycling,1013.31,4,0,29.4,Wire,Email,N,4,Completed,4053.24
O0018218,2023-07-08 08:49:00,C004727,Seasonal,AU,P000940,Home & Garden,Decor,914.09,1,0,14.78,Card,Organic,N,3,Completed,914.09
O0018219,2024-10-31 15:55:00,C001583,At-Risk,FR,P001021,Electronics,Phones,492.42,1,0,32.62,Card,Social,N,7,Completed,492.42
O0018220,2024-04-13 11:23:00,C002283,Price-Sensitive,US,P000393,Home & Garden,Furniture,109.1,1,0,14.05,PayPal,Organic,N,1,Cancelled,109.1
O0018221,2024-10-05 23:21:00,C002759,At-Risk,AU,P000344,Fashion,Men,1078.61,2,0.2,2.65,Card,Social,N,2,Completed,1725.78
O0018222,2023-03-17 18:10:00,C000788,Frequent,DE,P001916,Books,Non-Fiction,1300.01,5,0,0.15,Card,Paid Ads,N,4,Completed,6500.05
O0018223,2023-08-02 04:08:00,C000793,Frequent,DE,P000489,Home & Garden,Kitchen,1396.66,2,0.05,14.84,Card,Email,N,5,Returned,2653.65
O0018224,2023-07-17 19:28:00,C005848,New,IN,P001353,Books,Non-Fiction,1331.99,2,0.1,0.7,Card,Organic,N,7,Completed,2397.58
O0018225,2023-10-31 05:10:00,C004482,High-Value,IN,P000363,Books,Fiction,980.98,1,0,26.47,Card,Organic,N,3,Completed,980.98
O0018226,2023-02-20 15:17:00,C003562,Price-Sensitive,IN,P001495,Fashion,Kids,1443.18,1,0.1,1.47,Card,Organic,N,6,Completed,1298.86
O0018227,2024-02-17 00:39:00,C005460,At-Risk,IN,P001255,Automotive,Electronics,1198.31,1,0,25.37,Card,Direct,N,2,Completed,1198.31
O0018228,2024-02-04 01:57:00,C002767,Price-Sensitive,FR,P001867,Home & Garden,Furniture,1272.44,2,0.2,7.49,PayPal,Social,N,1,Completed,2035.9
O0018229,2024-05-14 21:21:00,C001122,Frequent,UK,P000903,Automotive,Electronics,1381.9,1,0,4.12,Card,Paid Ads,N,2,Completed,1381.9
O0018230,2024-07-24 18:01:00,C001846,Seasonal,UK,P000123,Beauty,Fragrance,1165.52,1,0.2,3.47,Card,Social,N,4,Completed,932.42
O0018231,2023-11-25 19:56:00,C001599,New,FR,P002728,Automotive,Electronics,17.96,1,0.15,8.35,Card,Organic,N,2,Completed,15.27
O0018232,2023-01-03 02:44:00,C002352,Frequent,US,P001820,Beauty,Makeup,206.35,1,0,18.15,Card,Email,N,6,Completed,206.35
O0018233,2024-07-10 02:40:00,C001297,Frequent,FR,P001199,Automotive,Accessories,1037.95,1,0.05,33.78,Card,Social,N,2,Completed,986.05
O0018234,2024-12-12 11:39:00,C001009,Frequent,DE,P000641,Beauty,Skincare,538.99,2,0.2,32.79,Card,Social,N,1,Completed,862.38
O0018235,2024-12-12 08:55:00,C005120,High-Value,AU,P002231,Fashion,Accessories,551.93,2,0,22.76,Card,Email,N,6,Cancelled,1103.86
O0018236,2023-10-04 07:32:00,C000230,New,IN,P000968,Electronics,Audio,71.04,3,0.1,22.94,PayPal,Affiliate,N,1,Completed,191.81
O0018237,2023-01-14 20:16:00,C000813,High-Value,CA,P002094,Automotive,Electronics,37.68,4,0,2.37,PayPal,Email,N,0,Completed,150.72
O0018238,2023-07-08 09:21:00,C002092,Frequent,FR,P000997,Fashion,Women,297.35,1,0.15,20.87,BNPL,Organic,N,2,Completed,252.75
O0018239,2023-02-04 10:05:00,C005973,Price-Sensitive,AU,P000503,Sports,Fitness,347.85,2,0.1,10.97,PayPal,Organic,N,7,Completed,626.13
O0018240,2024-10-25 10:16:00,C005276,Frequent,DE,P002833,Automotive,Tools,197.35,1,0.05,17.73,Card,Organic,N,4,Completed,187.48
O0018241,2023-12-20 15:51:00,C003577,Seasonal,FR,P001990,Toys,Dolls,764.85,1,0,6.69,Card,Organic,N,1,Completed,764.85
O0018242,2023-10-10 13:36:00,C001742,At-Risk,IN,P002358,Automotive,Electronics,680.66,1,0,4.16,Card,Direct,N,5,Completed,680.66
